employee_id,age,department,education,years_exp,annual_income,credit_score,loan_amount,satisfaction,churned
10794,22,Marketing,Bachelor's,0,22360,611,74230.25665467286,5.0,0
10795,25,HR,High School,2,22064,644,25644.993869213627,5.0,0
10796,50,Engineering,Bachelor's,31,49687,767,52372.801255838574,4.0,0
10797,37,HR,Bachelor's,17,46678,662,28179.61582775319,5.0,0
10798,46,Engineering,Bachelor's,27,84200,724,11039.629823002935,5.0,0
10799,38,Finance,Bachelor's,19,53651,688,17971.27130931354,3.0,0
10800,38,Marketing,Bachelor's,15,14737,737,28155.7616154076,3.0,0
10801,49,Sales,High School,23,68266,616,80630.09838065955,2.0,0
10802,31,Engineering,Master's,11,19953,665,7314.667315599063,2.0,1
10803,39,Sales,Bachelor's,16,28842,650,51981.4506878133,5.0,0
10804,32,HR,Bachelor's,7,42197,670,64451.15542404245,,0
10805,32,Marketing,Bachelor's,8,120258,685,27748.063830718038,5.0,1
10806,34,Sales,Master's,15,234673,815,66938.01061992512,5.0,0
10807,40,Marketing,Bachelor's,12,52262,694,12682.404301927525,4.0,0
10808,32,Finance,Bachelor's,12,32535,774,76448.79768964463,4.0,0
10809,53,Sales,Bachelor's,33,50046,738,30332.308848888297,1.0,0
10810,27,Finance,Bachelor's,8,61857,631,1072.8380324889242,5.0,0
10811,35,Finance,PhD,15,29959,637,59344.73300183689,4.0,0
10812,32,Marketing,Master's,13,106630,693,16564.130753321337,4.0,1
10813,55,Engineering,High School,36,41691,633,15419.796254897792,1.0,0
10814,40,Marketing,Bachelor's,20,48954,665,20894.661305820366,5.0,0
10815,50,Finance,Master's,27,54152,726,4044.878222064129,5.0,0
10816,20,Engineering,High School,0,46767,586,15832.650395259518,4.0,0
10817,41,Sales,PhD,21,60075,731,44465.24022924599,4.0,0
10818,48,Finance,PhD,24,25075,687,1000.0,4.0,0
10819,38,Marketing,High School,14,25978,619,7967.871516397383,3.0,0
10820,50,Sales,PhD,27,18767,663,1000.0,3.0,0
10821,31,Engineering,Bachelor's,12,47273,725,,4.0,0
10822,54,Engineering,Master's,32,57951,739,32577.846275419968,2.0,0
10823,65,Finance,Bachelor's,38,47794,714,40082.89590542083,,0
10824,33,Engineering,Bachelor's,11,99180,691,72596.95654331677,4.0,0
10825,32,Engineering,Bachelor's,12,36193,656,,3.0,0
10826,55,Finance,Master's,34,54243,690,7346.758396394965,3.0,0
10827,56,Marketing,High School,34,18863,598,64474.263378610296,3.0,0
10828,31,Operations,Bachelor's,10,28788,724,37326.48032439527,3.0,0
10829,32,Operations,Bachelor's,13,55123,676,21358.056688593257,4.0,0
10830,34,Engineering,Bachelor's,14,60443,692,29738.61941091263,4.0,1
10831,21,Engineering,Bachelor's,0,30443,622,64529.82980443128,5.0,0
10832,26,HR,Bachelor's,2,34788,602,31154.09725109629,2.0,1
10833,25,Marketing,Bachelor's,6,14607,616,11486.465894242741,5.0,0
10834,28,Engineering,High School,0,29312,559,31209.283346664633,3.0,0
10835,37,HR,High School,17,61959,774,1027.7947339021252,4.0,1
10836,40,Engineering,High School,18,51283,627,12210.934769345275,4.0,0
10837,56,Finance,Bachelor's,33,49040,663,,4.0,0
10838,26,Engineering,PhD,2,37416,616,4563.186482385537,4.0,0
10839,49,Engineering,High School,22,36469,724,1000.0,3.0,1
10840,35,Engineering,PhD,15,24435,650,3578.9029552958423,,0
10841,37,Operations,Master's,13,55231,620,26577.8587427098,5.0,0
10842,46,HR,Bachelor's,27,46750,741,40523.69954209129,3.0,0
10843,24,Finance,Bachelor's,2,48786,672,,3.0,0
10844,42,Marketing,Master's,19,26486,680,10630.09742995105,1.0,1
10845,39,Marketing,High School,17,9976,670,22868.499763700438,3.0,0
10846,43,Engineering,Bachelor's,24,70143,799,69173.10661640605,4.0,0
10847,41,Sales,Master's,16,27246,741,4569.294893552074,4.0,0
10848,67,Sales,Bachelor's,40,21640,669,31614.805277996235,3.0,0
10849,30,Sales,Master's,11,55054,730,,2.0,0
10850,31,Engineering,High School,9,28704,656,2329.638198318305,4.0,0
10851,30,Operations,Master's,10,68594,694,49376.92738130914,4.0,0
10852,31,Engineering,Bachelor's,7,52585,588,41930.214230590675,5.0,0
10853,30,Operations,Bachelor's,10,54728,656,1000.0,5.0,0
10854,52,Engineering,Bachelor's,33,16001,646,2387.576369289055,5.0,0
10855,55,Sales,Bachelor's,31,75144,755,1259.3664350633153,,0
10856,31,Marketing,Master's,10,42478,696,10189.566155233868,4.0,0
10857,28,Marketing,Bachelor's,9,29098,558,,2.0,1
10858,43,Sales,Master's,21,39578,672,19000.756692053383,4.0,0
10859,31,Marketing,Bachelor's,10,12509,674,7787.990559933422,2.0,1
10860,45,Marketing,High School,24,46406,677,,5.0,0
10861,40,HR,High School,20,19582,684,11482.044451655942,4.0,0
10862,19,HR,High School,0,16129,626,1165.504601096362,4.0,0
10863,56,Finance,Bachelor's,32,14568,689,8924.986041038523,2.0,1
10864,59,Engineering,Bachelor's,37,70799,719,18934.646202140906,4.0,0
10865,30,Sales,Master's,11,24895,593,13115.585365844898,3.0,0
10866,33,Sales,Master's,9,91147,646,7999.709295973491,3.0,0
10867,41,Marketing,High School,19,26331,687,3519.6050483356353,3.0,0
10868,42,Sales,Bachelor's,20,13037,651,,1.0,1
10869,45,Marketing,Bachelor's,25,18584,659,138961.17704428025,4.0,1
10870,62,Engineering,Bachelor's,37,76228,718,9994.860429916173,4.0,1
10871,35,Engineering,High School,13,33072,640,12016.345308193655,5.0,0
10872,28,Engineering,High School,9,26134,680,,4.0,0
10873,21,HR,PhD,1,39975,620,31685.373699673164,3.0,0
10874,29,Sales,Master's,4,49073,593,12440.724379386516,5.0,0
10875,37,Operations,Bachelor's,18,71000,722,58828.41839914506,4.0,0
10876,59,HR,Bachelor's,31,86603,723,20524.74046350726,4.0,0
10877,31,Engineering,Bachelor's,9,29264,642,14963.662055176006,4.0,0
10878,40,Finance,Master's,19,16389,715,26009.01516541904,5.0,0
10879,37,Finance,Bachelor's,18,28336,657,76336.07301043144,3.0,0
10880,52,Marketing,High School,33,42453,711,39564.0937875357,,0
10881,68,Sales,Master's,40,20368,649,1020.8918063637359,4.0,0
10882,31,Operations,Bachelor's,11,20449,629,10098.278783290087,2.0,1
10883,32,Sales,Bachelor's,9,44634,678,15897.662708612703,5.0,0
10884,50,Operations,Bachelor's,30,35270,626,9440.81036143196,4.0,0
10885,46,Engineering,Bachelor's,27,37037,691,30114.955065371818,4.0,0
10886,60,Engineering,Bachelor's,40,23038,702,43756.200391194914,4.0,0
10887,45,Marketing,Bachelor's,24,31626,674,32858.19011767897,3.0,0
10888,33,Sales,Bachelor's,3,20857,664,113515.68262527074,5.0,0
10889,45,Finance,High School,25,61952,712,7955.169436675323,5.0,0
10890,51,Operations,Master's,31,67585,775,51983.93763515886,4.0,0
10891,47,Marketing,Bachelor's,27,11995,623,36377.466814044354,5.0,0
10892,44,Engineering,High School,23,20791,668,,1.0,1
10893,50,Finance,Master's,30,14795,675,33118.182227033314,5.0,1
10894,52,Sales,Master's,27,24587,630,2747.4910597211133,3.0,0
10895,54,Engineering,Master's,33,34542,731,38936.972020409696,3.0,0
10896,45,Sales,Bachelor's,24,15217,753,,3.0,0
10897,35,HR,Bachelor's,16,20887,648,8643.027943966237,3.0,0
10898,39,HR,Master's,8,19883,652,26661.66131333668,3.0,0
10899,52,Sales,Master's,33,41124,702,25654.03498556597,5.0,0
10900,28,Marketing,Bachelor's,9,37858,619,5876.804847994494,5.0,0
10901,42,Operations,Master's,20,23551,586,1000.0,2.0,1
10902,33,Sales,High School,12,40380,628,14212.365385053588,2.0,0
10903,38,Marketing,PhD,18,26160,601,21070.888164040523,5.0,0
10904,53,Engineering,Master's,33,30853,758,52309.17357259527,3.0,0
10905,40,HR,Master's,17,99118,708,65852.61882401447,3.0,0
10906,38,Engineering,PhD,19,81168,689,18812.09302231913,4.0,0
10907,21,Engineering,Master's,0,16651,648,35040.630387211444,4.0,0
10908,46,Sales,Bachelor's,24,59744,650,14464.377800430191,3.0,1
10909,45,Engineering,Bachelor's,25,59091,666,34268.612883989095,4.0,0
10910,63,Sales,High School,40,18233,697,5729.08853304126,4.0,0
10911,34,Engineering,Bachelor's,15,59353,718,11593.17361486898,2.0,0
10912,40,Sales,Master's,17,91377,727,25143.627181785367,5.0,0
10913,40,Engineering,Bachelor's,19,18517,662,1000.0,4.0,0
10914,56,Engineering,Bachelor's,36,20941,691,32044.873332801304,3.0,0
10915,36,Engineering,Bachelor's,15,66876,699,45126.51363120178,3.0,0
10916,41,Operations,Master's,6,42740,654,12734.902030140418,2.0,0
10917,45,Finance,High School,25,50558,649,14852.57303594039,4.0,0
10918,40,Engineering,Bachelor's,14,44549,665,47642.62026808744,2.0,0
10919,32,HR,Bachelor's,12,45909,617,37364.215197758866,4.0,0
10920,40,Sales,Master's,21,16384,658,8497.18365304159,2.0,1
10921,50,Operations,High School,31,68076,697,9788.171456015925,,1
10922,25,Marketing,Master's,5,73258,770,28398.372235891773,5.0,0
10923,39,HR,Bachelor's,20,31645,663,20706.887186377986,4.0,0
10924,29,Engineering,Bachelor's,10,35380,592,4425.279180516822,,0
10925,52,Marketing,PhD,26,14491,658,,5.0,0
10926,19,Operations,High School,0,49441,660,57560.446894054185,4.0,0
10927,31,Sales,Bachelor's,8,51186,723,29132.78348953588,3.0,0
10928,42,Engineering,High School,23,34985,650,106671.62947207272,4.0,1
10929,56,Engineering,Bachelor's,37,71297,667,36419.265090098925,5.0,0
10930,37,HR,Bachelor's,18,29719,692,71171.7885115012,2.0,1
10931,31,Sales,Bachelor's,9,50958,603,6089.670386480437,3.0,0
10932,60,Marketing,High School,34,19696,666,,4.0,0
10933,20,Operations,Bachelor's,0,35805,618,1000.0,4.0,1
10934,18,Engineering,Master's,0,32708,623,27774.209420552375,4.0,0
10935,43,Marketing,Master's,22,41572,704,15838.124907533827,,0
10936,31,Operations,Bachelor's,11,29093,617,10645.269821776663,2.0,1
10937,25,Marketing,Bachelor's,5,33560,625,,5.0,1
10938,46,Engineering,Bachelor's,25,59612,697,48149.59628915328,2.0,0
10939,40,Sales,Bachelor's,18,27943,664,1000.0,,0
10940,31,Finance,Bachelor's,12,13850,638,23508.510686415775,4.0,0
10941,22,Engineering,Bachelor's,3,103751,706,,5.0,0
10942,48,Operations,Bachelor's,14,83189,728,13431.849692066342,,0
10943,45,Finance,Bachelor's,26,16724,681,44600.845608387164,5.0,0
10944,36,Engineering,Bachelor's,17,54930,696,9270.787329283128,2.0,0
10945,60,HR,PhD,40,26855,638,71639.0176245193,3.0,1
10946,25,Marketing,Bachelor's,6,42535,648,4950.112129858544,3.0,0
10947,19,Marketing,Bachelor's,0,43327,653,27171.225453218518,5.0,0
10948,29,Finance,Master's,6,31550,666,27876.55120437217,4.0,0
10949,37,Operations,Bachelor's,17,22691,624,7265.331151268675,1.0,1
10950,40,Engineering,Bachelor's,20,23996,632,9816.829703735915,4.0,1
10951,35,Marketing,Bachelor's,13,20958,619,45014.73232795319,3.0,0
10952,42,Sales,High School,21,22046,681,35866.66708520504,4.0,0
10953,22,Marketing,Bachelor's,0,34880,669,9978.22609741718,5.0,0
10954,55,Marketing,Master's,30,23636,662,19086.910057074307,3.0,0
10955,37,Engineering,High School,18,54678,716,1591.6138124020772,3.0,0
10956,51,HR,Bachelor's,28,88640,731,,3.0,0
10957,42,Marketing,Master's,22,25641,659,16629.574179381245,3.0,0
10958,43,Engineering,Master's,11,41925,647,2247.399298062261,2.0,0
10959,44,Finance,Bachelor's,24,49011,717,46340.71568987582,4.0,0
10960,43,Finance,Master's,11,48204,673,31646.755748620737,3.0,0
10961,45,Sales,Bachelor's,22,38008,765,71897.08240164284,5.0,0
10962,53,Engineering,Bachelor's,34,56704,679,29560.738885460523,3.0,0
10963,40,Sales,Bachelor's,19,48501,697,,3.0,0
10964,46,Engineering,Bachelor's,13,17281,618,20214.65539594003,3.0,0
10965,36,Engineering,PhD,12,61174,638,22920.935223243854,4.0,0
10966,55,HR,High School,36,61844,721,,4.0,0
10967,29,Engineering,Bachelor's,7,22971,637,25689.57757741544,5.0,1
10968,59,Engineering,Bachelor's,39,37151,824,1000.0,5.0,0
10969,37,Engineering,Bachelor's,18,54720,672,32166.00227570586,5.0,0
10970,20,Engineering,High School,0,32029,580,58970.60498042608,4.0,1
10971,39,Engineering,Bachelor's,20,69132,706,39689.49500120335,2.0,0
10972,29,Operations,Master's,5,149989,647,21916.73280140987,5.0,0
10973,48,Engineering,Bachelor's,28,22661,670,27815.51215526563,5.0,0
10974,30,Engineering,Bachelor's,6,15857,625,115613.38531571008,5.0,0
10975,32,Engineering,Bachelor's,13,43577,692,2375.9628517268675,2.0,0
10976,18,Operations,Bachelor's,0,55990,683,27508.707013253214,4.0,0
10977,32,Sales,Bachelor's,13,31617,631,8330.85642347363,3.0,0
10978,18,Marketing,Master's,0,86851,663,25547.5595172881,3.0,0
10979,18,Finance,PhD,0,16266,582,23388.340858738662,4.0,1
10980,47,Marketing,Bachelor's,28,55036,654,,,0
10981,47,Marketing,Bachelor's,26,25247,684,5790.315500626992,4.0,0
10982,43,Engineering,Master's,23,101887,676,24297.04027339216,5.0,0
10983,26,Marketing,Bachelor's,6,120031,691,3430.7397721206894,1.0,0
10984,37,Marketing,Bachelor's,17,22925,612,,1.0,1
10985,37,Sales,Bachelor's,12,26115,666,45082.47704031594,4.0,0
10986,24,Engineering,Master's,0,60824,720,9903.648147369671,3.0,0
10987,56,Sales,Bachelor's,35,28788,640,16738.70383899061,5.0,0
10988,48,Engineering,Master's,28,35339,610,70814.98075355143,3.0,0
10989,35,Engineering,Master's,16,36872,656,6441.727985489117,4.0,0
10990,38,Marketing,Bachelor's,10,11478,629,12342.085584426546,4.0,0
10991,40,Operations,Master's,21,36015,679,23314.17280091418,3.0,0
10992,18,Marketing,Master's,0,24008,601,35197.03529823382,5.0,0
10993,35,Sales,Bachelor's,15,27014,643,57981.42925124096,4.0,0
10994,29,Engineering,Bachelor's,9,86351,701,61767.103050438585,4.0,0
10995,25,Engineering,High School,6,17087,667,37474.26980950429,5.0,0
10996,34,Engineering,Bachelor's,11,59155,591,6479.984140472955,3.0,0
10997,59,Marketing,Bachelor's,40,30718,689,1000.0,5.0,0
10998,45,Engineering,Bachelor's,23,30703,679,12103.534664982664,2.0,1
10999,31,Engineering,Bachelor's,12,58350,633,3815.6375746694275,3.0,0
11000,44,HR,Master's,25,44535,754,30980.299137673657,5.0,0
11001,54,Engineering,Bachelor's,28,51142,671,27053.511442252777,5.0,0
11002,49,Sales,Bachelor's,30,64919,710,1124.1925698701718,3.0,0
11003,38,Marketing,Bachelor's,14,29768,674,45287.900646673115,4.0,0
11004,30,Sales,Bachelor's,9,25151,614,7150.195745834144,5.0,0
11005,46,Sales,Bachelor's,27,18937,595,14150.84302471801,3.0,0
11006,42,Marketing,Bachelor's,14,22131,628,27560.51844951765,2.0,1
11007,48,Engineering,Bachelor's,29,213087,850,14027.494136926838,4.0,0
11008,45,HR,Master's,21,76634,689,14553.019784023147,2.0,0
11009,50,Finance,Master's,31,16144,641,1697.015702967887,,0
11010,31,Engineering,Bachelor's,7,16424,664,12830.860951610404,5.0,0
11011,53,Engineering,Master's,34,48490,693,36188.06778321428,1.0,0
11012,40,Finance,Master's,19,50430,657,61679.51831246381,5.0,0
11013,62,Marketing,High School,39,50479,724,13339.443237703632,,0
11014,29,Sales,PhD,2,31164,659,13773.220653052133,4.0,0
11015,58,Marketing,Master's,32,33682,786,,4.0,0
11016,40,Engineering,Bachelor's,16,44210,700,71517.80022979031,4.0,0
11017,30,Sales,Bachelor's,5,38236,686,7767.317966702589,2.0,1
11018,32,Sales,High School,13,9589,613,,2.0,1
11019,34,Engineering,High School,14,31638,612,39737.60336702926,4.0,0
11020,43,Marketing,Master's,23,21788,665,23520.5782205178,,0
11021,44,Finance,Bachelor's,24,40341,684,2929.8211702884146,1.0,0
11022,31,Sales,Master's,11,217761,753,24703.580747075965,5.0,0
11023,37,Engineering,Master's,16,45274,661,,5.0,0
11024,63,Sales,Bachelor's,40,30088,720,17844.766669972094,3.0,0
11025,58,HR,Master's,36,63138,736,18827.911523448216,1.0,0
11026,43,Finance,High School,24,48514,706,52227.876940553186,4.0,0
11027,38,Sales,Bachelor's,18,46726,685,15520.396650923674,5.0,0
11028,39,Engineering,Bachelor's,18,52266,657,8193.248827856007,2.0,0
11029,45,HR,High School,22,124732,723,6565.513749666508,2.0,0
11030,25,Sales,High School,2,18425,570,51836.85985111885,5.0,0
11031,34,Engineering,Master's,12,48251,733,,5.0,0
11032,18,Marketing,Master's,0,20830,617,13872.423021696564,5.0,0
11033,42,Marketing,Bachelor's,21,50681,673,5180.928139934008,3.0,1
11034,45,Sales,Master's,26,20926,631,,4.0,0
11035,32,Engineering,Master's,12,28270,764,16079.068958093312,4.0,0
11036,56,Sales,Bachelor's,36,30422,653,10813.599745160791,3.0,0
11037,23,Operations,High School,4,65217,643,11200.169222151899,3.0,0
11038,20,Finance,PhD,1,63011,669,47799.784908826616,3.0,0
11039,40,Operations,Bachelor's,12,17198,661,20173.240660506002,4.0,0
11040,50,Operations,High School,22,37532,712,31634.492619977656,4.0,0
11041,58,Engineering,Bachelor's,38,23724,767,56835.00762171162,5.0,1
11042,32,Sales,Master's,13,17066,659,58003.882739721026,4.0,0
11043,50,Marketing,Bachelor's,31,31881,645,9956.368671484035,5.0,0
11044,37,Finance,Bachelor's,17,30179,647,76150.00137340833,5.0,0
11045,35,Engineering,Bachelor's,8,155753,752,1000.0,3.0,0
11046,48,Operations,PhD,29,47088,778,11823.621200450416,3.0,1
11047,45,Sales,Bachelor's,22,15889,600,56535.80463291171,4.0,0
11048,19,Finance,Bachelor's,0,25877,668,8027.072352220607,1.0,1
11049,55,Engineering,Master's,25,67025,710,7973.521098263298,5.0,0
11050,54,Engineering,High School,34,127142,803,9010.70249426569,1.0,0
11051,30,HR,PhD,7,14022,621,23688.948965574007,3.0,0
11052,42,Engineering,PhD,22,11755,619,14421.143297320019,4.0,0
11053,43,Finance,Master's,22,111589,763,32432.816494758477,4.0,0
11054,41,Engineering,Bachelor's,22,45879,706,56323.606688646876,4.0,0
11055,31,Sales,Bachelor's,12,21569,680,28036.741607145803,4.0,0
11056,29,Marketing,Master's,2,50049,643,5718.564925100713,3.0,0
11057,37,Sales,PhD,11,7469,603,67458.15421333232,3.0,0
11058,52,HR,Bachelor's,27,36389,620,,5.0,0
11059,44,Marketing,Master's,23,44209,714,,3.0,0
11060,33,Engineering,Bachelor's,10,63231,687,2356.8680705510506,3.0,0
11061,47,Engineering,Bachelor's,28,19764,633,20717.51486896113,4.0,0
11062,18,Sales,Bachelor's,0,38231,609,3019.2565818019502,2.0,1
11063,51,Sales,Master's,31,20842,660,3735.0127806992637,4.0,1
11064,18,HR,Bachelor's,0,42329,574,,4.0,0
11065,33,Sales,Bachelor's,13,21221,610,8270.063831323389,5.0,0
11066,24,Marketing,PhD,5,28428,587,23173.651869464637,4.0,0
11067,22,Marketing,Bachelor's,1,19980,601,42421.95446268058,2.0,1
11068,51,Engineering,Bachelor's,27,53673,667,35818.89487349987,4.0,0
11069,32,Marketing,Bachelor's,12,60783,607,7611.7028159941865,1.0,0
11070,42,Operations,Bachelor's,23,31546,752,7036.221748311574,1.0,1
11071,37,Finance,Master's,18,37158,715,84382.05019711689,4.0,1
11072,43,Marketing,PhD,24,15227,629,1000.0,3.0,0
11073,38,Sales,Bachelor's,18,30339,671,52948.43381747909,4.0,0
11074,22,Finance,Master's,0,35237,644,5570.1064445944085,4.0,0
11075,49,Marketing,High School,28,174988,843,73571.05982735373,5.0,0
11076,32,Engineering,Bachelor's,10,18635,602,10475.436373814087,4.0,0
11077,19,Engineering,Bachelor's,0,87422,713,14511.17150748589,1.0,0
11078,32,Sales,High School,8,66046,646,30699.860160104807,3.0,0
11079,56,Operations,Bachelor's,37,42975,654,22148.224474016133,3.0,0
11080,48,HR,Bachelor's,28,104315,768,9565.916643029133,3.0,0
11081,33,Engineering,High School,10,45399,707,20176.43216007599,3.0,0
11082,33,Engineering,Bachelor's,14,45866,768,32798.871085212195,2.0,0
11083,34,HR,Bachelor's,15,35176,610,,4.0,0
11084,62,Finance,Bachelor's,37,75670,762,1000.0,4.0,0
11085,42,Sales,Master's,22,70114,683,15315.319724855972,4.0,0
11086,43,Sales,Bachelor's,21,24949,693,3534.3838424388105,,0
11087,50,Engineering,Bachelor's,31,16456,616,27291.733033440112,4.0,0
11088,40,Finance,PhD,18,32151,611,6021.630674571648,4.0,0
11089,34,Finance,Master's,14,22470,614,14178.33528708256,4.0,0
11090,35,Engineering,Bachelor's,16,34957,663,5505.911302941289,1.0,1
11091,37,HR,High School,16,76302,667,19878.58879639911,4.0,0
11092,37,Engineering,Master's,18,27601,684,3083.9673147519507,4.0,0
11093,46,Engineering,Bachelor's,26,35394,721,1000.0,3.0,0
11094,38,Engineering,Master's,19,37602,692,1312.1300608716979,1.0,1
11095,46,Engineering,Master's,27,60418,767,77118.70045703134,2.0,0
11096,37,Marketing,Bachelor's,17,9432,658,3837.120581792604,4.0,0
11097,38,Marketing,PhD,19,25234,609,30816.016816752766,4.0,0
11098,18,Sales,Bachelor's,0,41223,687,1758.5821853172822,3.0,0
11099,48,Marketing,High School,29,74611,693,2861.723241049163,3.0,0
11100,42,Engineering,Master's,22,27034,702,17776.478728831353,5.0,0
11101,49,Engineering,Bachelor's,30,11778,732,15631.182728369262,3.0,0
11102,18,Sales,Master's,0,52671,660,75696.21795593944,2.0,0
11103,63,Marketing,PhD,37,24804,633,72435.86992269882,3.0,0
11104,36,Engineering,Master's,17,17786,611,37808.76038649546,4.0,0
11105,51,Finance,Bachelor's,22,24969,716,23038.979025635006,4.0,0
11106,25,HR,Bachelor's,6,32509,631,15172.416871166282,4.0,0
11107,45,Finance,Bachelor's,22,25264,667,11008.345463259933,5.0,0
11108,25,Sales,Bachelor's,4,9668,646,73477.91402331064,4.0,0
11109,30,Engineering,Bachelor's,5,62208,687,23089.733263155973,2.0,0
11110,60,HR,Master's,39,78035,751,21632.368373233676,4.0,0
11111,35,Engineering,Master's,14,53686,662,6595.920160625321,1.0,0
11112,40,Marketing,Bachelor's,21,18350,644,1195.5835118372354,4.0,0
11113,48,Engineering,Bachelor's,29,32180,718,72596.41770479172,3.0,0
11114,43,Finance,Master's,17,36173,685,9412.295141317916,4.0,0
11115,39,Engineering,Bachelor's,19,52014,669,14611.311787294131,3.0,0
11116,42,Operations,Bachelor's,22,54230,730,3044.0218326641193,5.0,0
11117,66,Finance,Master's,40,23376,693,45338.52380532922,3.0,0
11118,37,Marketing,Master's,17,38146,630,1000.0,4.0,0
11119,40,HR,Bachelor's,12,47780,631,44892.79605421388,3.0,0
11120,50,Sales,Master's,27,86985,684,3778.8588720413104,5.0,0
11121,51,Finance,Bachelor's,30,55420,693,54412.93676640526,5.0,1
11122,52,Marketing,PhD,27,58304,749,32712.289759934225,3.0,0
11123,45,Finance,High School,26,38188,650,4498.218422025958,5.0,0
11124,24,Marketing,High School,5,84649,685,20857.286537543667,3.0,0
11125,57,Operations,Master's,37,46437,684,9373.021040697977,4.0,0
11126,24,Sales,Bachelor's,5,21662,616,4907.462486481714,4.0,0
11127,41,Marketing,Master's,18,84290,643,49007.210465302545,1.0,0
11128,28,Finance,Master's,2,55201,639,12917.8551247757,,1
11129,37,Finance,Master's,17,27838,648,12710.035544876819,3.0,0
11130,41,Sales,PhD,21,27236,685,4654.8262783542505,3.0,0
11131,41,Engineering,Bachelor's,13,43388,669,12074.817624141046,5.0,0
11132,43,Marketing,Master's,23,47949,636,51318.40245680223,4.0,0
11133,57,Operations,High School,36,40879,748,11279.692527746744,2.0,0
11134,43,HR,Bachelor's,23,43773,689,75708.22683340202,2.0,0
11135,35,Finance,Master's,9,100707,706,73112.70030067784,4.0,0
11136,49,Engineering,Bachelor's,28,69073,710,3913.3822485812634,2.0,0
11137,52,Marketing,Bachelor's,29,40716,669,4879.433591726611,5.0,0
11138,23,Sales,Bachelor's,0,63881,659,49634.95324843963,4.0,0
11139,45,Finance,Bachelor's,25,19545,684,,3.0,0
11140,46,Engineering,PhD,26,46108,619,1000.0,3.0,0
11141,34,Finance,High School,10,107536,684,8000.7180715504555,4.0,1
11142,54,Sales,Bachelor's,34,31862,683,22759.51783692935,3.0,0
11143,36,Engineering,Master's,13,21838,653,,5.0,0
11144,39,Marketing,Bachelor's,12,24556,691,3579.1158657259048,5.0,0
11145,35,Engineering,High School,14,18886,612,2928.556898889032,4.0,0
11146,38,Sales,Bachelor's,15,22677,628,63805.875616921956,4.0,0
11147,24,Engineering,Bachelor's,1,29076,604,34772.46037046408,3.0,0
11148,20,Engineering,Bachelor's,0,15625,580,22276.517615976216,4.0,0
11149,57,Finance,Master's,37,36657,689,36653.662756663616,4.0,0
11150,27,Engineering,Bachelor's,8,62402,696,14002.776071012679,4.0,0
11151,26,Engineering,PhD,6,21064,586,35517.56454300213,1.0,1
11152,18,Marketing,Master's,0,90361,689,11622.536338712198,5.0,0
11153,30,Sales,Master's,10,49339,591,6995.975162935827,3.0,0
11154,22,HR,High School,0,67396,631,32642.14960987869,4.0,0
11155,57,Marketing,Bachelor's,37,24472,680,13604.058036994033,4.0,0
11156,50,Finance,Bachelor's,28,60640,771,99584.08762641132,4.0,0
11157,29,Sales,Master's,10,18860,624,10749.780059054723,3.0,0
11158,65,Engineering,Bachelor's,40,61954,641,63688.948391811886,4.0,0
11159,49,Engineering,Bachelor's,28,40259,608,,1.0,1
11160,34,Marketing,Bachelor's,15,50612,671,6921.947773043179,4.0,0
11161,18,Marketing,Bachelor's,0,17937,638,40014.57849605723,2.0,1
11162,65,HR,Bachelor's,40,21225,711,14188.184656495001,3.0,0
11163,21,Sales,Bachelor's,1,51965,650,62381.41886429843,2.0,0
11164,18,Marketing,High School,0,20557,662,14951.574413302795,5.0,0
11165,50,Engineering,High School,21,47950,658,34094.123366908585,4.0,0
11166,67,Engineering,Bachelor's,40,15989,728,15729.317766287119,4.0,0
11167,54,Sales,Master's,26,60409,635,6462.8168450401845,4.0,0
11168,44,Marketing,Bachelor's,24,17335,625,,5.0,0
11169,45,Sales,Bachelor's,25,50583,618,13853.385563931144,2.0,1
11170,48,Engineering,Bachelor's,23,52858,677,35212.95294008449,4.0,0
11171,47,Sales,Bachelor's,26,23907,669,23226.26264000435,4.0,0
11172,41,Finance,PhD,19,51493,683,29169.277069366162,1.0,0
11173,39,Engineering,High School,20,42457,676,8293.508518616361,3.0,0
11174,37,Sales,Master's,17,26283,617,,3.0,0
11175,28,Operations,Master's,9,19828,626,1135.272712714191,2.0,1
11176,34,Marketing,Master's,15,11186,579,42529.56858561309,3.0,1
11177,18,Sales,Bachelor's,0,44792,690,114861.10350563872,,0
11178,36,Engineering,Bachelor's,17,14201,633,13058.923979166615,,0
11179,26,Sales,Master's,0,38453,611,1000.0,3.0,0
11180,24,Engineering,High School,5,31005,698,4651.994438198721,3.0,0
11181,40,Operations,Master's,18,54583,629,26426.699075325516,5.0,0
11182,54,HR,Master's,30,30296,639,23673.85971544127,4.0,0
11183,49,Finance,Master's,28,29802,635,38763.277316412656,3.0,0
11184,19,HR,High School,0,56337,642,7321.855239472678,4.0,0
11185,26,Sales,Master's,4,44401,660,36059.125227723955,3.0,0
11186,49,Marketing,Master's,28,43901,720,,2.0,0
11187,26,Finance,Master's,4,48125,749,9745.250931790946,1.0,0
11188,35,Operations,High School,12,14452,545,19713.28222055569,5.0,0
11189,44,Sales,High School,14,57186,698,3982.9194435707877,4.0,0
11190,26,Operations,Bachelor's,5,52442,629,15062.765968159218,5.0,0
11191,39,Sales,High School,19,19731,630,53257.286949788875,5.0,0
11192,21,Sales,Bachelor's,0,31368,600,13669.58477880529,5.0,0
